block,plot,plant_num,spp_mix,plot_type,mix_type,species1,species2,mass_Sp,mass,bag_wt,true_wt,th,cd_fr,bc_ram_num,stem_num,leaf_num,sh,alive
4,9,5,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,7.74,5.43,2.31,115,10,2,NA,6,0,Y
4,9,6,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,15.66,5.43,10.23,138,18,4,NA,12,0,Y
4,9,7,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,13.45,5.43,8.02,133,9,3,NA,10,0,Y
4,9,8,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,26.84,5.43,21.41,158,24,5,NA,26,0,Y
4,9,9,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,20,5.43,14.57,147,12,4,NA,11,0,Y
4,9,10,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,15.42,5.43,9.99,160,6,2,NA,9,0,Y
4,9,NA,SCTA,MONO,MONO_B,SCTA,SCTA,TYPHA,388.3,41.73,346.57,NA,NA,NA,49,NA,NA,Y
4,10,1,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,2,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,3,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,4,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,5,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,6,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,7,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,8,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,9,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,10,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,NA,NA,NA,NA,NA,NA,N
4,10,NA,SYPU,MONO,MONO_B,SYPU,SYPU,TYPHA,287.23,41.73,245.5,NA,NA,NA,35,NA,NA,Y
4,11,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,TYPHA,486.3,41.73,444.57,NA,NA,NA,68,NA,NA,NA
4,11,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SALA,63.17,41.73,21.44,NA,NA,NA,NA,NA,NA,NA
4,11,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SPEU,60.1,41.73,18.37,NA,NA,NA,NA,NA,NA,NA
4,12,1,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,16.78,5.43,11.35,93,28,10,NA,NA,0,Y
4,12,2,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,21.69,5.43,16.26,106,40,13,NA,NA,0,Y
4,12,3,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,20.27,5.43,14.84,94,40,13,NA,NA,0,Y
4,12,4,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,31.99,5.43,26.56,98,35,18,NA,NA,0,Y
4,12,5,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,19.31,5.43,13.88,97,37,11,NA,NA,0,Y
4,12,6,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,19.57,5.43,14.14,102,25,11.5,NA,NA,0,Y
4,12,7,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,21.54,5.43,16.11,100,31,14.5,NA,NA,0,Y
4,12,8,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,20.98,5.43,15.55,98,25,11,NA,NA,0,Y
4,12,9,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,24.83,5.43,19.4,93,32,14,NA,NA,0,Y
4,12,10,JUEF,MONO,MONO_A,JUEF,JUEF,JUEF,16.78,5.43,11.35,102,29,9,NA,NA,0,Y
4,12,NA,JUEF,MONO,MONO_A,JUEF,JUEF,TYPHA,452.48,41.73,410.75,NA,NA,NA,58,NA,NA,Y
4,13,1,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.45,5.43,2.02,78,47,7.5,2,12,0,Y
4,13,2,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,8.39,5.43,2.96,63,59,12,3,10,0,Y
4,13,3,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,0,0,0,NA,NA,NA,NA,NA,NA,N
4,13,4,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.05,5.43,1.62,75,27,7,1,6,0,Y
4,13,5,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.51,5.43,1.08,60,23,5.5,2,8,0,Y
4,13,6,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.59,5.43,1.16,49,39,7,3,12,0,Y
4,13,7,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.1,5.43,1.67,71,36,7,1,6,0,Y
4,13,8,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.97,5.43,2.54,81,41,8.5,2,11,0,Y
4,13,9,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,NA,5.43,NA,64,29,5,2,8,0,Y
4,13,10,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.05,5.43,1.62,61,32,5.5,2,10,0,Y
4,13,NA,ACAM,MONO,MONO_A,ACAM,ACAM,TYPHA,440.52,41.73,398.79,NA,NA,NA,70,NA,NA,Y
4,14,1,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,8.38,5.43,2.95,25,NA,0,1,3,0,Y
4,14,2,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,8.84,5.43,3.41,90,12,2,4,17,0,Y
4,14,3,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,0,0,0,NA,NA,NA,NA,NA,NA,N
4,14,4,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,10.18,5.43,4.75,95,NA,0,1,9,0,Y
4,14,5,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,12.29,5.43,6.86,120,7,1,3,19,0,Y
4,14,6,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,9.25,5.43,3.82,101,5,1,2,16,0,Y
4,14,7,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,11.24,5.43,5.81,94,9,2,5,30,0,Y
4,14,8,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,12.51,5.43,7.08,94,7,1,4,22,0,Y
4,14,9,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,12.39,5.43,6.96,91,24,2,3,15,0,Y
4,14,10,BOFL,MONO,MONO_B,BOFL,BOFL,BOFL,9.37,5.43,3.94,102,NA,0,1,8,0,Y
4,14,NA,BOFL,MONO,MONO_B,BOFL,BOFL,TYPHA,429.5,41.73,387.77,NA,NA,NA,67,NA,NA,Y
4,15,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,TYPHA,325.78,41.73,284.05,NA,NA,NA,54,NA,NA,NA
4,15,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,SPEU,48.4,41.73,6.67,NA,NA,NA,NA,NA,NA,NA
4,15,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,JUEF,138.39,41.73,96.66,NA,NA,NA,NA,NA,NA,NA
4,16,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,570.62,41.73,528.89,NA,NA,NA,82,NA,NA,NA
4,16,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,105.94,41.73,64.21,NA,NA,NA,NA,NA,NA,NA
4,16,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,176.29,41.73,134.56,NA,NA,NA,NA,NA,NA,NA
4,17,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,TYPHA,543.7,41.73,501.97,NA,NA,NA,74,NA,NA,NA
4,17,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,ACAM,51.93,41.73,10.2,NA,NA,NA,NA,NA,NA,NA
4,17,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,PEVI,43.61,41.73,1.88,NA,NA,NA,NA,NA,NA,NA
4,18,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,TYPHA,445.99,41.73,404.26,NA,NA,NA,61,NA,NA,NA
4,18,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,SALA,52.88,41.73,11.15,NA,NA,NA,NA,NA,NA,NA
4,18,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,ACAM,48.88,41.73,7.15,NA,NA,NA,NA,NA,NA,NA
4,19,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,TYPHA,382.89,41.73,341.16,NA,NA,NA,55,NA,NA,NA
4,19,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,PEVI,42.06,41.73,0.33,NA,NA,NA,NA,NA,NA,NA
4,19,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,ACAM,48.18,41.73,6.45,NA,NA,NA,NA,NA,NA,NA
4,20,1,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,18.19,5.43,12.76,NA,NA,NA,NA,NA,NA,Y
4,20,2,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,18.91,5.43,13.48,NA,NA,NA,NA,NA,NA,Y
4,20,3,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,18.19,5.43,12.76,NA,NA,NA,NA,NA,NA,Y
4,20,4,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,19.61,5.43,14.18,NA,NA,NA,NA,NA,NA,Y
4,20,5,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,22.52,5.43,17.09,NA,NA,NA,NA,NA,NA,Y
4,20,6,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,35.73,5.43,30.3,NA,NA,NA,NA,NA,NA,Y
4,20,7,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,23.94,5.43,18.51,NA,NA,NA,NA,NA,NA,Y
4,20,8,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,18.65,5.43,13.22,NA,NA,NA,NA,NA,NA,Y
4,20,9,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,23.28,5.43,17.85,NA,NA,NA,NA,NA,NA,Y
4,20,10,SCCY,MONO,MONO_A,SCCY,SCCY,SCCY,17.57,5.43,12.14,NA,NA,NA,NA,NA,NA,Y
4,20,NA,SCCY,MONO,MONO_A,SCCY,SCCY,TYPHA,385.03,41.73,343.3,NA,NA,NA,55,NA,NA,Y
4,21,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,TYPHA,450.44,41.73,408.71,NA,NA,NA,61,NA,NA,NA
4,21,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,PEVI,43.91,41.73,2.18,NA,NA,NA,NA,NA,NA,NA
4,21,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,SCCY,200.88,41.73,159.15,NA,NA,NA,NA,NA,NA,NA
4,22,1,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,6.05,5.43,0.62,49,25,4,1,2,0,Y
4,22,2,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.72,5.43,0.29,33,9.5,3,1,2,0,Y
4,22,3,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.77,5.43,0.34,32,6,3,1,2,0,Y
4,22,4,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.96,5.43,0.53,30,8,3.5,1,3,0,Y
4,22,5,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.58,5.43,0.15,11,0,2.5,1,1,0,Y
4,22,6,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.98,5.43,0.55,42,31,4,1,3,0,Y
4,22,7,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.7,5.43,0.27,30,10,2.5,1,1,0,Y
4,22,8,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.64,5.43,0.21,31,20,2.5,1,2,0,Y
4,22,9,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.68,5.43,0.25,37,7,2.5,1,2,0,Y
4,22,10,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,6.22,5.43,0.79,55,32,4.5,2,3,0,Y
4,22,NA,PEVI,MONO,MONO_A,PEVI,PEVI,TYPHA,514.07,41.73,472.34,NA,NA,NA,63,NA,NA,Y
4,23,1,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,7.73,5.43,2.3,54,18,4,3,22,0,Y
4,23,2,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,10.83,5.43,5.4,63.5,17.5,5,2,18,0,Y
4,23,3,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,10.13,5.43,4.7,60,21,5,2,21,0,Y
4,23,4,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,10.51,5.43,5.08,73,24,4,2,14,0,Y
4,23,5,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,9.84,5.43,4.41,75,19,4.5,3,24,0,Y
4,23,6,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,11.46,5.43,6.03,69,24,7,5,31,0,Y
4,23,7,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,13.98,5.43,8.55,84,26,7.5,2,23,0,Y
4,23,8,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,7.29,5.43,1.86,50,12,4,4,24,0,Y
4,23,9,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,11.13,5.43,5.7,50,20,5,3,24,0,Y
4,23,10,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,13.71,5.43,8.28,73,26,4.5,3,25,0,Y
4,23,NA,HIMO,MONO,MONO_B,HIMO,HIMO,TYPHA,515.55,41.73,473.82,NA,NA,NA,48,NA,NA,Y
4,24,NA,TYPHA,CONTROL,CONTROL,TYPH,TYPHA,TYPHA,412.22,41.73,370.49,NA,NA,NA,72,NA,NA,Y
4,25,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,TYPHA,331.91,41.73,290.18,NA,NA,NA,56,NA,NA,NA
4,25,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,SALA,41.4,41.73,0,NA,NA,NA,NA,NA,NA,NA
4,25,NA,SALA-ACAM,MIXED,NPA,SALA,ACAM,ACAM,50.57,41.73,8.84,NA,NA,NA,NA,NA,NA,NA
5,1,NA,TYPHA,CONTROL,CONTROL,TYPH,TYPHA,TYPHA,325.37,41.73,283.64,NA,NA,NA,53,NA,NA,Y
5,2,1,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,8.25,5.43,2.82,102,10,1,NA,7,0,Y
5,2,2,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,7.18,5.43,1.75,104,11,2,NA,5,0,Y
5,2,3,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,13.71,5.43,8.28,119,22,4,NA,10,0,Y
5,2,4,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,7.33,5.43,1.9,106,NA,0,NA,4,0,Y
5,2,5,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,7.06,5.43,1.63,84,NA,0,NA,6,0,Y
5,2,6,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,8.13,5.43,2.7,98,16,3,NA,8,0,Y
5,2,7,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,6.52,5.43,1.09,95,NA,0,NA,4,0,Y
5,2,8,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,6.36,5.43,0.93,74,NA,0,NA,3,0,Y
5,2,9,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,9.96,5.43,4.53,114,9,1,NA,5,0,Y
5,2,10,SCTA,MONO,MONO_B,SCTA,SCTA,SCTA,8.47,5.43,3.04,124,5,1,NA,5,0,Y
5,2,NA,SCTA,MONO,MONO_B,SCTA,SCTA,TYPHA,318.65,41.73,276.92,NA,NA,NA,63,NA,NA,Y
5,3,1,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.18,5.43,1.75,81,41,6,1,7,0,Y
5,3,2,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.44,5.43,2.01,55,21,7,2,11,0,Y
5,3,3,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,5.48,5.43,0.05,77,35,7,1,6,0,Y
5,3,4,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,8.48,5.43,3.05,86,40,6,2,13,0,Y
5,3,5,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.55,5.43,1.12,75,34,5,1,5,0,Y
5,3,6,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.68,5.43,1.25,65,30,5.5,1,6,0,Y
5,3,7,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,7.88,5.43,2.45,67,43,8,2,11,0,Y
5,3,8,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,6.68,5.43,1.25,55,14,5,2,7,0,Y
5,3,9,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,8.09,5.43,2.66,20,33,6,1,6,0,Y
5,3,10,ACAM,MONO,MONO_A,ACAM,ACAM,ACAM,8.86,5.43,3.43,84,34,7,2,10,0,Y
5,3,NA,ACAM,MONO,MONO_A,ACAM,ACAM,TYPHA,394.96,41.73,353.23,NA,NA,NA,65,NA,NA,Y
5,4,1,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,2,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,3,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,4,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,5,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,6,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,7,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,8,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,9,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,10,SYPU,MONO,MONO_B,SYPU,SYPU,SYPU,0,5.43,0,0,0,0,0,0,0,N
5,4,NA,SYPU,MONO,MONO_B,SYPU,SYPU,TYPHA,238.75,41.73,197.02,NA,NA,NA,41,NA,NA,Y
5,5,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,TYPHA,232.9,41.73,191.17,NA,NA,NA,37,NA,NA,NA
5,5,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SALA,43.98,41.73,2.25,NA,NA,NA,NA,NA,NA,NA
5,5,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SPEU,46.23,41.73,4.5,NA,NA,NA,NA,NA,NA,NA
5,6,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,TYPHA,317.33,41.73,275.6,NA,NA,NA,44,NA,NA,NA
5,6,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,SPEU,45.33,41.73,3.6,NA,NA,NA,NA,NA,NA,NA
5,6,NA,SPEU-JUEF,MIXED,NPA,SPEU,JUEF,JUEF,113.43,41.73,71.7,NA,NA,NA,NA,NA,NA,NA
5,7,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,TYPHA,182.47,41.73,140.74,NA,NA,NA,35,NA,NA,NA
5,7,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,PEVI,42.35,41.73,0.62,NA,NA,NA,NA,NA,NA,NA
5,7,NA,PEVI-SCCY,MIXED,NPA,PEVI,SCCY,SCCY,132.65,41.73,90.92,NA,NA,NA,NA,NA,NA,NA
5,8,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,TYPHA,137.3,41.73,95.57,NA,NA,NA,27,NA,NA,NA
5,8,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,PEVI,45.01,41.73,3.28,NA,NA,NA,NA,NA,NA,NA
5,8,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,ACAM,56.49,41.73,14.76,NA,NA,NA,NA,NA,NA,NA
5,9,1,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.74,5.43,0.31,18,7,3.5,2,6,0,Y
5,9,2,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.7,5.43,0.27,40,18,2.5,1,1,0,Y
5,9,3,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.84,5.43,0.41,37,10,2.5,1,2,0,Y
5,9,4,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.89,5.43,0.46,36,19,3.5,2,3,0,Y
5,9,5,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.94,5.43,0.51,40.5,3,3.5,1,2,0,Y
5,9,6,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.62,5.43,0.19,31,3,2.5,1,1,0,Y
5,9,7,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.99,5.43,0.56,38,4,4,1,2,0,Y
5,9,8,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.75,5.43,0.32,41,21,2.5,1,3,0,Y
5,9,9,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,6.05,5.43,0.62,47,43,4,1,3,0,Y
5,9,10,PEVI,MONO,MONO_A,PEVI,PEVI,PEVI,5.89,5.43,0.46,38,21,3.5,1,4,0,Y
5,9,NA,PEVI,MONO,MONO_A,PEVI,PEVI,TYPHA,143.06,41.73,101.33,NA,NA,NA,24,NA,NA,Y
5,10,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,TYPHA,206.36,41.73,164.63,NA,NA,NA,37,NA,NA,NA
5,10,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,SCCY,152.6,41.73,110.87,NA,NA,NA,NA,NA,NA,NA
5,10,NA,SCCY-JUEF,MIXED,PA,SCCY,JUEF,JUEF,140.29,41.73,98.56,NA,NA,NA,NA,NA,NA,NA
5,11,1,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,12.67,5.43,7.24,69,36,6,2,18,0,Y
5,11,2,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,9.74,5.43,4.31,62,26,5,4,36,0,Y
5,11,3,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,12.99,5.43,7.56,66.5,18,4,1,13,0,Y
5,11,4,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,12.07,5.43,6.64,77,23,5.5,3,28,0,Y
5,11,5,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,17.59,5.43,12.16,80,24,8,4,37,0,Y
5,11,6,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,11.76,5.43,6.33,77,25,6,2,18,0,Y
5,11,7,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,12.82,5.43,7.39,73,19,4,1,13,0,Y
5,11,8,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,11.66,5.43,6.23,67.5,32,6,2,26,0,Y
5,11,9,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,11.49,5.43,6.06,65,22,6,2,15,0,Y
5,11,10,HIMO,MONO,MONO_B,HIMO,HIMO,HIMO,13.89,5.43,8.46,66,33,5.5,2,38,0,Y
5,11,NA,HIMO,MONO,MONO_B,HIMO,HIMO,TYPHA,180.16,41.73,138.43,NA,NA,NA,27,NA,NA,Y
5,12,NA,PEVI-SCCY,MIXED,NPA,SCCY,PEVI,TYPHA,145.27,41.73,103.54,NA,NA,NA,33,NA,NA,NA
5,12,NA,PEVI-SCCY,MIXED,NPA,SCCY,PEVI,SCCY,141.61,41.73,99.88,NA,NA,NA,NA,NA,NA,NA
5,12,NA,PEVI-SCCY,MIXED,NPA,SCCY,PEVI,PEVI,43.42,41.73,1.69,NA,NA,NA,NA,NA,NA,NA
5,13,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,TYPHA,268.47,41.73,226.74,NA,NA,NA,46,NA,NA,NA
5,13,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,PEVI,43.3,41.73,1.57,NA,NA,NA,NA,NA,NA,NA
5,13,NA,PEVI-ACAM,MIXED,PA,PEVI,ACAM,ACAM,54.98,41.73,13.25,NA,NA,NA,NA,NA,NA,NA
5,14,1,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,5.46,5.43,0,NA,NA,NA,NA,NA,NA,N
5,14,2,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,9.65,5.43,4.22,61,NA,NA,1,7,0,Y
5,14,3,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,13.61,5.43,8.18,81,28,2,4,21,0,Y
5,14,4,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,8.3,5.43,2.87,67,12,1,2,5,0,Y
5,14,5,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,10.85,5.43,5.42,63,14,2,3,15,0,Y
5,14,6,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,9.5,5.43,4.07,64,0,0,1,3,0,Y
5,14,7,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,8.96,5.43,3.53,74,13,2,3,10,0,Y
5,14,8,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,7.46,5.43,2.03,61,6,0,1,4,0,Y
5,14,9,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,10.9,5.43,5.47,76,6,1,2,9,0,Y
5,14,10,SPEU,MONO,MONO_A,SPEU,SPEU,SPEU,12.9,5.43,7.47,73,13,3,4,15,0,Y
5,14,NA,SPEU,MONO,MONO_A,SPEU,SPEU,TYPHA,147.52,41.73,105.79,NA,NA,NA,27,NA,NA,Y
5,15,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,TYPHA,157.65,41.73,115.92,NA,NA,NA,16,NA,NA,NA
5,15,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SPEU,63.45,41.73,21.72,NA,NA,NA,NA,NA,NA,NA
5,15,NA,SALA-SPEU,MIXED,PA,SALA,SPEU,SALA,97.68,41.73,55.95,NA,NA,NA,NA,NA,NA,NA
5,16,1,SALA,MONO,MONO_A,SALA,SALA,SALA,13.67,5.43,8.24,59,7,1,4,12,3,Y
5,16,2,SALA,MONO,MONO_A,SALA,SALA,SALA,7.7,5.43,2.27,55,49,4,6,21,1,Y
5,16,3,SALA,MONO,MONO_A,SALA,SALA,SALA,8.62,5.43,3.19,55,NA,0,2,7,2,Y
5,16,4,SALA,MONO,MONO_A,SALA,SALA,SALA,8.33,5.43,2.9,60,28,3,4,11,3,Y
5,16,5,SALA,MONO,MONO_A,SALA,SALA,SALA,7.16,5.43,1.73,48,NA,0,2,9,2,Y
5,16,6,SALA,MONO,MONO_A,SALA,SALA,SALA,8.55,5.43,3.12,61,NA,0,2,2,1,Y
5,16,7,SALA,MONO,MONO_A,SALA,SALA,SALA,7.45,5.43,2.02,59,7,1,3,5,1,Y
5,16,8,SALA,MONO,MONO_A,SALA,SALA,SALA,10.75,5.43,5.32,71,NA,0,2,9,3,Y
5,16,9,SALA,MONO,MONO_A,SALA,SALA,SALA,11.1,5.43,5.67,51,NA,0,2,8,3,Y
5,16,10,SALA,MONO,MONO_A,SALA,SALA,SALA,8.02,5.43,2.59,57,17,2,3,10,4,Y
